time,Spoofed,Confidence
111473,0,0.399239870808611
111474,1,0.6905661926405771
111475,1,0.7436656021625947
111476,1,0.7558735302013677
111477,1,0.743477338221882
111478,1,0.7484286786533777
111479,1,0.7206074871002286
111480,1,0.7110801773181998
111481,1,0.704819447783155
111482,1,0.7096308763493578
111483,0,0.46969520957587196
111484,0,0.45547647606192077
111485,0,0.45934637804493395
111486,0,0.4537691465648169
111487,0,0.41697866520887483
111488,0,0.4253764811886822
111489,1,0.7325964772055314
111490,1,0.7122597665318413
111491,1,0.6969010157509105
111492,1,0.6889768049747714
111493,0,0.3757594605678536
111494,1,0.6583385391680072
111495,1,0.7068453791639522
111496,1,0.7277201710302503
111497,1,0.73341125687388
111498,1,0.7457397210305188
111499,1,0.7439614936692852
111500,1,0.7324463619326225
111501,1,0.6772407744149858
111502,1,0.6700380087690415
111503,0,0.39402265380816703
111504,1,0.728414851419725
111505,1,0.7531541624852193
111506,1,0.6754160645104651
111507,1,0.7200065600675697
111508,1,0.6944094823822172
111509,1,0.7414697758355859
111510,1,0.737196960835632
111511,1,0.7459780030867731
111512,1,0.7595182916990502
111513,1,0.7469932846278899
111514,1,0.7466036494210138
111515,1,0.7949378776267113
111516,1,0.7139045860408502
111517,0,0.3841473335366369
111518,1,0.6884363865787076
111519,0,0.38833791938266427
111520,1,0.6792178055167405
111521,0,0.43000954966966953
111522,0,0.4405933605856943
111523,1,0.6832888001342421
111524,0,0.43166285383442515
111525,1,0.7343184276938785
111526,1,0.7513227529076572
111527,0,0.3972136531455219
111528,1,0.6567905516932914
111529,0,0.43597861139908967
111530,0,0.456629180663201
111531,0,0.46383001820102965
111532,1,0.7372089576315927
111533,1,0.7395786792728414
111534,0,0.37799645432200624
111535,0,0.41989620618731816
111536,0,0.48846720492968343
111537,0,0.45969201562204254
111538,0,0.4549733144266952
111539,0,0.42368163626063093
111540,0,0.4736703795937659
111541,0,0.45580030660358317
111542,0,0.4517817075512114
111543,0,0.4844987967315997
111544,0,0.48269508144517004
111545,0,0.4884896599435762
111546,0,0.4671518988739418
111547,0,0.46662869078707647
111548,0,0.43741775754036194
111549,0,0.42979602447171306
111550,0,0.41233196057989574
111551,0,0.4537149680841952
111552,0,0.4482801061236864
111553,0,0.40423129624919674
111554,0,0.43694902590918705
111555,0,0.4038417219569317
111556,0,0.38477968330278123
111557,0,0.40823183133076313
111558,0,0.42076891897010393
111559,0,0.4150919617544736
111560,0,0.3872095446660757
111561,0,0.4235513700449305
111562,0,0.4231666676821033
111563,0,0.4542204040961535
111564,0,0.46542098130134
111565,0,0.4656326716052316
111566,0,0.4577238058218934
111567,0,0.4653842748863135
111568,1,0.6945168916291494
111569,1,0.711087112253511
111570,1,0.7061520839885144
111571,1,0.698590656576723
111572,1,0.7132196989538412
111573,1,0.7722864157349272
111574,1,0.7586003539257316
111575,1,0.7546293612041031
111576,1,0.7567732914185554
111577,1,0.7713004068996685
111578,1,0.7412726815596399
111579,1,0.7730192491280415
111580,1,0.740249473702261
111581,1,0.7540196543248036
111582,1,0.7537544937822668
111583,1,0.7738273064766032
111584,1,0.759540894305531
111585,1,0.774572977575438
111586,1,0.7801987262222044
111587,1,0.7755074984607481
111588,1,0.7710947757054052
111589,1,0.7483793874280924
111590,1,0.774572977575438
111591,1,0.7822667746735819
111592,1,0.7679662787251087
111593,1,0.7685935412591948
111594,1,0.7789295961188278
111595,1,0.7501817068300908
111596,1,0.7432224240827442
111597,1,0.7737262276243697
111598,1,0.770773361401226
111599,1,0.7575634100738333
111600,1,0.7557143042296763
111601,1,0.749844194719134
111602,1,0.74255801212718
111603,1,0.7556760763280082
111604,1,0.7440654806857079
111605,1,0.7474613881555213
111606,1,0.733826662321618
111607,1,0.7528000469838735
111608,1,0.7364793206646
111609,1,0.7682826262778915
111610,1,0.7717653103481456
111611,1,0.7734410436342226
111612,1,0.7582115502599764
111613,1,0.7610921802700173
111614,1,0.7610921802700173
111615,1,0.778149786098446
111616,1,0.7556130606198016
111617,1,0.7611035477175601
111618,1,0.7628237354138107
111619,1,0.7627021289885745
111620,1,0.7530678097488807
111621,1,0.7528675894697134
111622,1,0.7606775233615053
111623,1,0.7026565535051701
111624,1,0.6632100884447334
111625,1,0.7125854816919477
111626,1,0.7120332258211554
111627,1,0.6965579626619233
111628,1,0.6756195145767498
111629,1,0.657061726448229
111630,0,0.44656598525101887
111631,0,0.44911249239281636
111632,0,0.4568847141277399
111633,0,0.4391214670186432
111634,0,0.4513186400633562
111635,0,0.45439121773696367
111636,0,0.48908187749551457
111637,0,0.3689152494475776
111638,0,0.3526251305739707
111639,0,0.45716893977861606
111640,0,0.5035509872288676
111641,0,0.4807221408402357
111642,0,0.48899069191249867
111643,0,0.4891430291687694
111644,0,0.501461515399102
111645,0,0.4962215514455316
111646,0,0.49233975871302693
111647,0,0.4950835784926487
111648,0,0.49493310132240576
111649,0,0.5173239643922409
111650,0,0.5511143027668461
111651,0,0.5521282723378531
111652,0,0.5118343872672926
111653,0,0.5116457229626579
111654,0,0.5038237683607141
111655,0,0.5205789044187967
111656,0,0.5026694499070792
111657,0,0.5103875004760527
111658,0,0.5004698185007449
111659,0,0.50406600042831
111660,0,0.4888643002835059
111661,0,0.49771873330835414
111662,0,0.4739186256406003
111663,0,0.4899531900236659
111664,0,0.48677116107295026
111665,0,0.4398805789699093
111666,0,0.45070807576910166
111667,0,0.48092082725479013
111668,0,0.4939692215250229
111669,1,0.6549929444302302
111670,0,0.3531020890178397
111671,0,0.35123030510303466
111672,1,0.6877591810018084
111673,0,0.3949171544179011
111674,0,0.3940851436455992
111675,1,0.6840256731543569
111676,1,0.6528948757127363
111677,1,0.7859863462274279
111678,1,0.7877276359214818
111679,1,0.679276005531561
111680,1,0.7343912758001087
111681,1,0.7453850473842353
111682,1,0.734824495602372
111683,1,0.7513116167466708
111684,1,0.7356633817408248
111685,0,0.45948518572946884
111686,0,0.4347541347949968
111687,0,0.43550735871754565
111688,0,0.4539539047797141
111689,0,0.4242714368846173
111690,0,0.44357051882997955
111691,0,0.4339986379729619
111692,0,0.44944375877235054
111693,0,0.4355487089658807
111694,0,0.4593712849028231
111695,0,0.4116463322182714
111696,0,0.48266034236486033
111697,0,0.4568706148912449
111698,0,0.48059856953890234
111699,0,0.5038251945419046
111700,0,0.5063233061098202
111701,0,0.4921943600033224
111702,0,0.48303391655046357
111703,0,0.48530881408656856
111704,0,0.49221498084685456
111705,0,0.43298347107349355
111706,0,0.43901619487773036
111707,0,0.45353690259159096
111708,0,0.4379192665134404
111709,0,0.5032746494506976
111710,0,0.4968965265465871
111711,0,0.5131879094240277
111712,0,0.5085131787182272
111713,0,0.5154575120378213
111714,0,0.5068708863445746
111715,0,0.5082087715693904
111716,0,0.4985953305676143
111717,0,0.5017140811353333
111718,0,0.49820368295519435
111719,0,0.494303924035415
111720,0,0.4930790699990887
111721,0,0.5038644924837423
111722,0,0.5058498655886321
111723,0,0.505976289922894
111724,0,0.4970566071249033
111725,0,0.5086626973062418
111726,0,0.5023131964012757
111727,0,0.5014203373357229
111728,0,0.5063548675472738
111729,0,0.5106607004057069
111730,0,0.4945259263254307
111731,0,0.4975930416075489
111732,0,0.4930558069197454
111733,0,0.4990713051416008
111734,0,0.6015954993418448
111735,0,0.6126461992943811
111736,0,0.5417442253936857
111737,0,0.5239716633999356
111738,0,0.5288538906557112
111739,0,0.4913112209449205
111740,0,0.527744433469287
111741,0,0.5304839487234742
111742,0,0.5304839487234742
111743,1,0.7306656460767704
111744,1,0.7306656460767704
111745,1,0.7193457976006178
111746,1,0.7198943144190804
111747,1,0.715686511101325
111748,1,0.715686511101325
111749,0,0.38069349292037447
111750,1,0.6986388303671509
111751,1,0.7074317707490314
111752,1,0.7273285408604474
111753,1,0.7608471592456041
111754,1,0.7603881920419243
111755,1,0.7603663621501343
111756,1,0.7468121483513736
111757,1,0.7472669744867669
111758,1,0.6895480085912326
111759,1,0.7182127001452505
111760,1,0.6658514012445551
111761,1,0.6908514978035737
111762,1,0.6957797056783164
111763,1,0.7273285408604474
111764,1,0.7293409434404836
111765,1,0.7140808119579433
111766,1,0.7399732756751655
111767,1,0.7366371885469957
111768,1,0.7523188542922719
111769,1,0.7610571111677901
111770,1,0.6780145622562039
111771,1,0.761293095601773
111772,1,0.7577320629414248
111773,1,0.7621859626395342
111774,1,0.7646059855643411
111775,1,0.7476476888923165
111776,1,0.7395510709242802
111777,1,0.7637976442497352
111778,0,0.4251463684940433
111779,1,0.7560743644575851
111780,1,0.7501653791086121
111781,1,0.7481932725835889
111782,1,0.7480186277788172
111783,1,0.7473527444891258
111784,1,0.7199230677629771
111785,1,0.7286709622065968
111786,1,0.6939766796419434
111787,1,0.7286709622065968
111788,1,0.7080995471046714
111789,1,0.7474931557148164
111790,1,0.7134037872364891
111791,1,0.7446970665434077
111792,1,0.7474931557148164
111793,1,0.7108270617114252
111794,1,0.7474931557148164
111795,1,0.684726263098047
111796,0,0.3667962046718488
111797,0,0.36664958697281014
111798,0,0.4403581002529494
111799,0,0.4403581002529494
111800,0,0.46126374153130945
111801,1,0.7209816658807441
111802,1,0.7235348420337567
111803,1,0.7385912425158699
111804,1,0.7434398390303536
111805,1,0.7636055562247475
111806,1,0.7344851059838953
111807,1,0.7344851059838953
111808,1,0.7344851059838953
111809,1,0.7332977226832139
111810,1,0.7257575783531871
111811,1,0.723188483613564
111812,1,0.7496504521439513
111813,1,0.7406119892371162
111814,1,0.7399216731821884
111815,1,0.7488245297773145
111816,1,0.7506629759091382
111817,1,0.744673006636325
111818,1,0.7248799671750703
111819,1,0.720781741042492
111820,1,0.7342210460208309
111821,1,0.7310563749744696
111822,1,0.7251081645652943
111823,1,0.7211632747805976
111824,1,0.723240048123854
111825,1,0.7484863387006269
111826,1,0.7530278385081979
111827,1,0.7717621715286009
111828,1,0.7537572107289813
111829,1,0.7683332135073124
111830,1,0.7596447178382425
111831,1,0.7544251765207315
111832,1,0.7432936626338994
111833,1,0.7599755125164296
111834,1,0.7208424500778113
111835,1,0.7485811230189293
111836,1,0.7423680250029556
111837,1,0.6993032521587392
111838,1,0.698556788982873
111839,1,0.7272695270450494
111840,0,0.4244026278920614
111841,0,0.4310653681075781
111842,0,0.4292168818700244
111843,0,0.429487402409815
111844,0,0.40916240818344785
111845,0,0.47400875168320233
111846,1,0.7471380561179012
111847,1,0.7466418711072095
111848,1,0.6614948750973463
111849,1,0.7321750769003276
111850,1,0.7556329675250365
111851,1,0.7630262034587213
111852,1,0.7142199550364648
111853,1,0.738140818165921
111854,1,0.7037670630340713
111855,1,0.7160623558694641
111856,1,0.7336250084746819
111857,1,0.7632147421882359
111858,1,0.7504171574601276
111859,1,0.7442140923543628
111860,1,0.6706979844787463
111861,1,0.6948947451189642
111862,1,0.7458854161571774
111863,1,0.6793248684450507
111864,1,0.6760699535593401
111865,1,0.6688667737384304
111866,1,0.6882803570414023
111867,1,0.7236617861743508
111868,1,0.7272814083876562
111869,1,0.6742120031677211
111870,1,0.6944974489740855
111871,1,0.7656286398156047
111872,1,0.7679739436891492
111873,1,0.7511147659771035
111874,1,0.7438442790776159
111875,1,0.6750068068524523
111876,1,0.7753568990762433
111877,1,0.7619528745877929
111878,1,0.7207092891024925
111879,1,0.7484824090331099
111880,1,0.7485517410299135
111881,1,0.7493005732492881
111882,1,0.7330346498201971
111883,1,0.737352279237307
111884,1,0.729420450526626
111885,1,0.7238002033889746
111886,1,0.7411245418879068
111887,1,0.7214787122398957
111888,1,0.7268043073857376
111889,0,0.39766865883351055
111890,0,0.3653748101477595
111891,0,0.5277244647095749
111892,0,0.6197955285667326
111893,0,0.627485925699075
111894,0,0.6047232915181637
111895,0,0.6192404891003318
111896,0,0.6181608765592349
111897,0,0.6192404891003318
111898,0,0.5790387125627589
111899,0,0.6409575717921401
111900,0,0.5756395882557609
111901,0,0.5954545456640128
111902,0,0.5946012859007919
111903,0,0.5976374066235256
111904,0,0.5956253940076874
111905,0,0.6422292671707055
111906,0,0.6389418585116837
111907,0,0.6541551834479894
111908,0,0.737331745022956
111909,0,0.6790085107465986
111910,0,0.6878980880326047
111911,0,0.6337870769432721
111912,0,0.5943563149537275
111913,0,0.600862318455073
111914,0,0.6361865972849868
111915,0,0.6186512623390179
111916,0,0.6178418299309587
111917,0,0.5882841557733054
111918,0,0.5500073681947466
111919,0,0.5213328717802566
111920,0,0.5912962655300467
111921,0,0.6144625841885278
111922,0,0.3667958490116563
111923,0,0.3547028226454103
111924,0,0.3663019423008066
111925,0,0.35343549487826353
111926,0,0.3696644123943653
111927,1,0.6665822593033488
111928,1,0.7250132379696711
111929,0,0.3849217115897343
111930,1,0.7561638118029002
111931,1,0.7456096476238175
111932,0,0.35619483451337897
111933,0,0.36791723590096403
111934,0,0.3608827451731885
111935,0,0.37729035193041094
111936,1,0.7163337385000722
111937,1,0.7580145649189202
111938,1,0.72017545870313
111939,1,0.7103515350891663
111940,1,0.7311600711986614
111941,1,0.7149264033878251
111942,1,0.7156819361342162
111943,1,0.7255146219993711
111944,1,0.7254351923399264
111945,1,0.7235669460627534
111946,1,0.6775699334876597
111947,1,0.7090060186377743
111948,1,0.7201690166812855
111949,1,0.7402234800431787
111950,1,0.6658600761315446
111951,1,0.7314911725562345
111952,1,0.7495407545648155
111953,1,0.7503144969892617
111954,1,0.7450523464314425
111955,1,0.6894024696605366
111956,1,0.6909288675288578
111957,1,0.7131677582884965
111958,1,0.672716489378395
111959,1,0.7349495449194373
111960,1,0.7484092559949649
111961,1,0.7245056784936916
111962,1,0.7375327234291561
111963,1,0.7347512161088845
111964,1,0.7355178292650273
111965,1,0.7432560885368124
111966,1,0.7382408160861599
111967,0,0.38525136695614726
111968,0,0.3756094481886628
111969,0,0.40173923236761044
111970,0,0.36643226867766776
111971,0,0.39751771516135503
111972,0,0.3838772596897342
111973,0,0.47050032555219556
111974,0,0.46251998117296833
111975,0,0.462662297469954
111976,0,0.4524965628063674
111977,0,0.48441691990960867
111978,0,0.4725025947770167
111979,0,0.4508307457531868
111980,0,0.45461277935021915
111981,0,0.46545608142745254
111982,0,0.43950720506100815
111983,0,0.464060930546334
111984,0,0.4689560749080236
111985,0,0.4554876683661866
111986,0,0.39245379940452674
111987,0,0.45800776550570854
111988,0,0.4636934836912816
111989,0,0.4268846049801044
111990,0,0.46483306482828457
111991,0,0.4721569883389676
111992,0,0.4654762164570816
111993,0,0.44868016580680137
111994,0,0.47168274558793033
111995,0,0.4680576258724767
111996,0,0.4504648804079774
111997,0,0.41963050108009614
111998,1,0.7318421018706479
111999,1,0.7138339305411125
112000,0,0.46854697676368584
112001,0,0.4545667066020993
112002,0,0.4631116439486823
112003,1,0.6980233066233907
112004,1,0.6980233066233907
112005,0,0.363320626814564
112006,1,0.6667304522237139
112007,1,0.6596956319311691
112008,1,0.7615428295921219
112009,1,0.7327795610290009
112010,1,0.7387871835472459
112011,0,0.3902956142968256
112012,0,0.4066457063209523
112013,1,0.7277310714543126
112014,1,0.7370522793271002
112015,1,0.7266258778274767
112016,1,0.6557103748411761
112017,1,0.6717973276249812
112018,1,0.7328544633253158
112019,1,0.7142991494491113
112020,1,0.7263589366438084
112021,1,0.7626072351252793
112022,1,0.733595719432312
112023,1,0.7351131594418523
112024,1,0.7387871835472459
112025,1,0.7320622489543023
112026,1,0.7280682092610857
112027,1,0.7315993881669931
112028,1,0.7463765444446306
112029,1,0.7316512883884245
112030,1,0.7549108726535171
112031,1,0.7431908305194629
112032,1,0.6715655393109988
112033,1,0.7363048502480587
112034,1,0.7389784619766815
112035,1,0.74257350158023
112036,1,0.7362535912181084
112037,1,0.7117239499820784
112038,1,0.7238899800183585
112039,1,0.7263314453878584
112040,1,0.669406105424865
112041,1,0.6931713818950227
112042,1,0.7232298511950275
112043,1,0.7034904325062338
112044,1,0.7529128042728058
112045,1,0.7355345690453273
112046,1,0.7360498304345028
112047,1,0.7534573999275679
112048,1,0.7355345690453273
112049,1,0.7253178684584728
112050,1,0.7164713850339126
112051,1,0.715500432965859
112052,1,0.732230212739516
112053,1,0.7319703372365622
112054,1,0.7382525093208399
112055,1,0.7534573999275679
112056,1,0.7539309972112096
112057,1,0.8014381296362582
112058,1,0.7855346275641523
112059,1,0.8052057321925555
112060,1,0.77044492573795
112061,0,0.5114694162403406
112062,0,0.48969201309559096
112063,0,0.5241307425723079
112064,0,0.50396193069184
112065,0,0.5057837428603367
112066,0,0.5277144345660497
112067,0,0.4078225266707377
112068,0,0.40812564902401494
112069,0,0.396495575162347
112070,0,0.4047209879758511
112071,0,0.4435038941576366
112072,0,0.5113703974571049
112073,0,0.5130271413587243
112074,0,0.5044685286324753
112075,0,0.5026067156779097
112076,0,0.5137793138922401
112077,0,0.5297767009706121
112078,0,0.4995742079781915
112079,0,0.5067990513296403
112080,0,0.5108849644364287
112081,0,0.49920233056698304
112082,0,0.4872077147870367
112083,0,0.5028974946366818
112084,0,0.5021677769149282
112085,0,0.4824521210903395
112086,0,0.47143896273543884
112087,0,0.49950147924570454
112088,0,0.49030210979547784
112089,0,0.48671020582158964
112090,0,0.5009874270536381
112091,0,0.4865434517104614
112092,0,0.5031951452662382
112093,0,0.4555852724370335
112094,0,0.4802092602482211
112095,0,0.5662276973738996
112096,0,0.551819828980453
112097,0,0.48323901774609235
112098,0,0.5090860218094035
112099,0,0.5018511218608889
112100,0,0.49831935341047195
112101,0,0.504121668591454
112102,0,0.5519783357503223
112103,0,0.5370034148035969
112104,0,0.5430874558758787
112105,0,0.5368479230726737
112106,0,0.5396731680606135
112107,0,0.5693679625029869
112108,0,0.5385035263314204
112109,0,0.5364593969897528
112110,0,0.536383768325554
112111,0,0.583421058857597
112112,0,0.5705717718430993
112113,0,0.5356654995162607
112114,0,0.549491166953854
112115,0,0.5323783637821882
112116,0,0.5245336256036843
112117,0,0.5455583382059057
112118,0,0.5354068470880768
112119,0,0.5731388298257392
112120,0,0.5373419752643007
112121,0,0.532977211715506
112122,0,0.5361844010272827
112123,0,0.5442314330539431
112124,0,0.5706364156759975
112125,1,0.7653108612720316
112126,1,0.7312163571986935
112127,1,0.7530185111382437
112128,1,0.755007749884358
112129,1,0.7658679565347566
112130,1,0.7638271358159465
112131,1,0.7494124921889628
112132,1,0.7205094521074734
112133,1,0.7359502407513471
112134,1,0.7457363477794476
112135,1,0.7423436678139432
112136,1,0.7360498304345028
112137,1,0.7414986336574043
112138,1,0.725734929145782
112139,1,0.731655576798695
112140,1,0.7454831045850017
112141,1,0.7558451472063245
112142,1,0.7442313679375018
112143,1,0.7241962224486936
112144,1,0.7335175651683302
112145,1,0.718833582265571
112146,1,0.7429046179659495
112147,1,0.7455745235575982
112148,1,0.7428846958563062
112149,1,0.7382481011436244
112150,1,0.7323327317977513
112151,1,0.7368243520925557
112152,1,0.7089222369182454
112153,1,0.7205029507327205
112154,1,0.7449229650970741
112155,1,0.7562804692268859
112156,0,0.38054482331692574
112157,0,0.39997320060847597
112158,0,0.46900676544669684
112159,0,0.5289357785617064
112160,0,0.4307127995210882
112161,0,0.3947279570976211
112162,0,0.3681151049828074
112163,0,0.36338502384722493
112164,0,0.501337528776129
112165,0,0.47747006882127585
112166,0,0.3830396848720279
112167,0,0.4063180671975454
112168,0,0.39391330449743367
112169,0,0.4996710291986939
112170,0,0.4883055984769463
112171,0,0.43025414261144934
112172,0,0.43363959170605915
112173,0,0.41595284573400015
112174,0,0.43884084408775836
112175,0,0.4694184991262178
112176,0,0.45751412977493766
112177,0,0.40622895839581774
112178,0,0.4152197443944198
112179,0,0.4337241618475117
112180,0,0.4241917772299033
112181,0,0.4953408065136511
112182,0,0.4477018101870843
112183,0,0.4224879412624667
112184,0,0.4267958854777679
112185,0,0.4435350552278854
112186,1,0.7567015387255975
112187,1,0.7677920937413276
112188,1,0.754963998847446
112189,1,0.7219209869271052
112190,1,0.7372775675625775
112191,1,0.7352731358503192
112192,1,0.7168969625610694
112193,1,0.7518292955621934
112194,1,0.7295462368650667
112195,1,0.724729135394579
112196,1,0.7405965319007319
112197,1,0.6805159309604144
112198,1,0.745186068717008
112199,1,0.7483802755124003
112200,1,0.7585952293961341
112201,1,0.7754900898976235
112202,1,0.7510685327168898
112203,1,0.7359878971222612
112204,1,0.7683933954438719
112205,1,0.7513670031766744
112206,1,0.7196823780056735
112207,1,0.7513670031766744
112208,1,0.775020884604383
112209,1,0.7741609875805517
112210,1,0.7701935491228454
112211,1,0.7493179763927028
112212,1,0.7440751760945341
112213,1,0.7648225682172768
112214,1,0.7231996024549171
112215,1,0.7199994687110447
112216,1,0.735758485899633
112217,1,0.7340421654645327
112218,1,0.7431550337856226
112219,1,0.7330222482334414
112220,1,0.7266730431369234
112221,1,0.6868045351206193
112222,1,0.6716917607704722
112223,1,0.6961274583870984
112224,1,0.7024614187762821
112225,1,0.671552711147172
112226,1,0.7404961687352168
112227,1,0.7342287496971802
112228,1,0.744102977657437
112229,1,0.7450377746200479
112230,1,0.723079139088221
112231,1,0.7301793103149526
112232,1,0.7319311229349569
112233,1,0.7381833908888441
112234,1,0.7423024710695759
112235,1,0.7440039500139308
112236,1,0.7403336166159825
112237,1,0.7366955350895255
112238,1,0.735126793238648
112239,1,0.7377995042421607
112240,1,0.7312292050234969
112241,0,0.417250886221352
112242,0,0.41836703731145786
112243,0,0.44690251218136645
112244,0,0.49711023189855874
112245,0,0.49691788006934423
112246,0,0.4026342588120474
112247,0,0.42235986619322763
112248,0,0.387398843160652
112249,0,0.3999188332034562
112250,0,0.3915996018998298
112251,0,0.38225084442062907
112252,0,0.3793571990407625
112253,0,0.41360715577309537
112254,0,0.42115820666953574
112255,0,0.4932716222734532
112256,0,0.47485613421457207
112257,0,0.4552656331650645
112258,0,0.45794206147170347
112259,0,0.4707452211430512
112260,0,0.4621940244684323
112261,0,0.46586558430108094
112262,0,0.47297949582464693
112263,0,0.4604501537523483
112264,0,0.4905011399272938
112265,0,0.4799764881771962
112266,0,0.5048572154920852
112267,0,0.4697634236660029
112268,0,0.4648990390574962
112269,0,0.4618031808493436
112270,0,0.49015578246346403
112271,1,0.7455514422964593
112272,1,0.7427929747548841
112273,1,0.7440372950024049
112274,1,0.7440372950024049
112275,1,0.7289243188803098
112276,1,0.7437584164959291
112277,1,0.7100531301421765
112278,0,0.5030333677522416
112279,0,0.4645185978182158
112280,0,0.4947601276104262
112281,0,0.4892262211856291
112282,0,0.4842537464528295
112283,0,0.4920448216403176
112284,0,0.5029331411023106
112285,0,0.49969992890664183
112286,0,0.4898573924882992
112287,0,0.47925173212548955
112288,0,0.48460660553750423
112289,0,0.4748114563833097
112290,0,0.47019045012025484
112291,0,0.476985661371767
112292,0,0.4831110421640016
112293,0,0.4841948350188331
112294,0,0.5041402287523247
112295,0,0.5277063370073322
112296,0,0.5099306088174481
112297,0,0.4956167550079449
112298,0,0.48982856543199416
112299,0,0.4793106477126441
112300,0,0.4730740535726471
112301,0,0.48143704929904996
112302,0,0.47926319862096645
112303,0,0.5038965252616925
112304,0,0.48705246284329595
112305,0,0.47509411516770017
112306,0,0.43076931613268465
112307,0,0.5431487059034377
112308,0,0.5388490751718349
112309,0,0.5428704396318658
112310,0,0.5412934798813696
112311,0,0.5417165328789062
112312,0,0.5239032927118914
112313,0,0.5449457999541111
112314,0,0.5356253337426014
112315,0,0.5395182600690791
112316,0,0.5189488643918756
112317,0,0.5189394159488911
112318,0,0.5019487628443813
112319,0,0.5271543367684899
112320,0,0.5170079144166384
112321,0,0.5380566391633135
112322,0,0.44537722298501736
112323,0,0.4640001658449808
112324,0,0.5102223990580304
112325,0,0.4428750749842367
112326,0,0.44130296103074207
112327,1,0.6905618961792277
112328,1,0.6502817647849041
112329,1,0.674853924806594
112330,0,0.39601740521260465
112331,1,0.6611240941760328
112332,1,0.7061957655481814
112333,1,0.6840297952122161
112334,1,0.6822940205937489
112335,1,0.6939756134747692
112336,1,0.679133492866693
112337,1,0.6857298156893146
112338,1,0.6973509684005442
112339,1,0.658137057151974
112340,1,0.6906807165915366
112341,1,0.6924293870030757
112342,1,0.6818044731251228
112343,1,0.7016684477694075
112344,1,0.7050538325444298
112345,1,0.7124230515790536
112346,1,0.7314099103428221
112347,1,0.6989734842045578
112348,1,0.7514916149625158
112349,1,0.7542947023731555
112350,1,0.7552777948132983
112351,1,0.7508558455414098
112352,1,0.7508558455414098
112353,1,0.754832614024074
112354,1,0.7403130678982298
112355,1,0.7470245742772686
112356,1,0.721591855285634
112357,1,0.733494360714254
112358,1,0.7510350547295077
112359,1,0.7523601163802787
112360,1,0.7521450567275639
112361,1,0.7658940348077751
112362,1,0.7632983262121122
112363,1,0.7632983262121122
112364,1,0.7530692798164658
112365,1,0.7636332520878
112366,1,0.746861623617246
112367,1,0.7348478619947749
112368,1,0.7324092201735672
112369,1,0.7632983262121122
112370,1,0.7599485245119975
112371,1,0.758883985044147
112372,1,0.7658940348077751
112373,1,0.7619865097060395
112374,1,0.7657969105654218
112375,1,0.7452323404988246
112376,1,0.7576842638734678
112377,1,0.7748317710400129
112378,1,0.7526930336873322
112379,1,0.7529623031706767
112380,1,0.7313463540837097
112381,1,0.7453349594214919
112382,1,0.7419077851991005
112383,1,0.6717172236649404
112384,1,0.7584144692214747
112385,1,0.7181861305033179
112386,1,0.7181861305033179
112387,1,0.6879457322532175
112388,1,0.6901758804184367
112389,1,0.7223012546083649
112390,1,0.7194706612266262
112391,1,0.7048833650603527
112392,1,0.7280955719493888
112393,1,0.7291281422017653
112394,1,0.7221567258320323
112395,1,0.717524279036922
112396,1,0.7058951549736305
112397,1,0.7159250390058735
112398,1,0.710253076521575
112399,1,0.7138340880147092
112400,1,0.714460545589091
112401,1,0.7044816199350947
112402,1,0.6989646140255702
112403,1,0.6980959202538604
112404,1,0.6897984121786291
112405,1,0.6976540149309924
112406,1,0.7349218810601841
